"","subject","activity","act_code","bod_acc_x_mean","bod_acc_x_sd","bod_acc_y_mean","bod_acc_y_sd","bod_acc_z_mean","bod_acc_z_sd","bod_gyro_x_mean","bod_gyro_x_sd","bod_gyro_y_mean","bod_gyro_y_sd","bod_gyro_z_mean","bod_gyro_z_sd","tot_acc_x_mean","tot_acc_x_sd","tot_acc_y_mean","tot_acc_y_sd","tot_acc_z_mean","tot_acc_z_sd","group"
"3026",1,"WALKING",1,0.000916193242187499,0.217954739332066,-0.010782967353125,0.149609881942311,-0.0087836404828125,0.149446434538167,-0.4662259965625,0.593037656830735,0.070601635421875,0.656513088653658,0.0752891383125,0.26573521289743,1.00515624609375,0.217692342136293,-0.238358715929687,0.148754011973399,-0.0459172015859375,0.14499175287792,"train"
"3027",1,"WALKING",1,-0.00447916868734375,0.249936566550723,-0.024868136696875,0.175738197327898,0.0043344962203125,0.133400282472347,0.125583583828125,0.523293070375658,-0.106016830046875,0.702595210457932,4.79654843749999e-05,0.290403989312781,0.99679782890625,0.249416614339756,-0.258530016976562,0.174531147465583,-0.0335053223710938,0.132882522489434,"train"
"3028",1,"WALKING",1,-0.00467979327328125,0.237853725389832,0.01099005453125,0.174065364341679,-0.00507087196875,0.131850769299628,0.246363892515625,0.486513743935755,-0.0896513205,0.717986478610424,0.006927958265625,0.319596478104175,1.00031071171875,0.237241899747446,-0.234899246765625,0.173745261591134,-0.0357285611679687,0.13032239840085,"train"
"3029",1,"WALKING",1,0.0135590223515625,0.25259906840507,0.0014119551828125,0.20213855086047,-0.019512986734375,0.144949881696382,0.127636234632813,0.559145484080032,-0.0402077161960937,0.803056621412073,-0.0267648990703125,0.352688952317521,1.02285026875,0.251949230667482,-0.240042752335937,0.201318209855773,-0.0507170687265625,0.143873406640922,"train"
"3030",1,"WALKING",1,-0.000275332171875,0.253003774531771,-0.00655654754765625,0.200653739742966,-0.0113335389763281,0.161450707861571,0.03755891040625,0.545873251371843,0.0388284592648438,0.870149725078147,-0.0363624443679687,0.336486585323258,1.00525355546875,0.252820152516433,-0.245277132390625,0.200337451464004,-0.044789579146875,0.158925535833736,"train"
"3031",1,"WALKING",1,-0.00455594109375,0.251946520493449,0.0201188503398438,0.174993790221631,0.0196084186089844,0.162873535855938,-0.0153482410703125,0.422877260744999,0.0776376071015625,0.779914751251814,-0.00074237261015625,0.306338254201421,0.99999955859375,0.2518787159201,-0.216282132625,0.175143759596384,-0.0119792944125,0.160679256365884,"train"
"3032",1,"WALKING",1,0.0089777156953125,0.250016853316731,0.009818855203125,0.179153394370549,0.0213908447025,0.153781808895058,-0.0098716837421875,0.434937509304546,-0.0105365428015625,0.692064788597638,0.0204257538742187,0.331554534253529,1.01668975390625,0.249784260718656,-0.216646620664063,0.178662638949735,-0.007353314875,0.152038699664534,"train"
"3033",1,"WALKING",1,-0.0088428965390625,0.243587929550794,-0.0169992309609375,0.182689059621558,-0.00113953771875,0.144235807434535,0.0119288657734375,0.462531952085078,-0.067910667840625,0.723278896657665,0.0276604893609375,0.340212612729954,0.9981040828125,0.243396158599463,-0.235549990367187,0.182940004802785,-0.0284815736328125,0.142337089117767,"train"
"3034",1,"WALKING",1,0.007224836709375,0.212405440544438,-0.00484104073828125,0.170186498710338,-0.007480088671875,0.158272266668002,-0.218244792242187,0.467482645953921,0.0688841202109375,0.641607363264007,-0.0191179148046875,0.278400791191447,1.01260667265625,0.212039812812673,-0.248510628945313,0.170963931540202,-0.032890744375,0.147250213957458,"train"
"3035",1,"WALKING",1,-0.00013608923359375,0.240729357201812,-0.00962379245859375,0.191713424078474,0.00916313696875,0.14393612929953,-0.0444139777609375,0.463557608793934,-0.0200806558984375,0.700360171075145,0.0281301111484375,0.304477211437519,1.00521228046875,0.240499582604448,-0.24704625890625,0.191254452415794,-0.0313737775,0.140867487276672,"train"
"3036",1,"WALKING",1,-0.0148931226320312,0.241897864592079,0.00452648162109375,0.177976731015036,-0.00374584068203125,0.142678417441045,0.0417240801140625,0.428893443447468,-0.099649514359375,0.689609988427289,0.0431180114140625,0.31521326087604,0.989429096875,0.241673794522613,-0.231764941296875,0.177796730731344,-0.0407739736171875,0.141971990693045,"train"
"3037",1,"WALKING",1,0.0060629413203125,0.249347430881765,0.00175773470703125,0.185517089744345,-0.0237363976148437,0.138896642878498,0.008233428359375,0.443045829143328,-0.04012237234375,0.718045596352271,0.00584030628125,0.334419128449684,1.00792252578125,0.248965729977794,-0.235623586882813,0.185496228348926,-0.05563020334375,0.138144300079205,"train"
"3038",1,"WALKING",1,0.0008114374921875,0.261698405882537,-0.0124114159609375,0.195940556547526,-0.0087101927478125,0.14364908651654,-0.02220235921875,0.491658153718432,0.07352764675,0.79665129717574,-0.0295334535,0.337976532304619,0.99951034765625,0.261493010262244,-0.252430047578125,0.195876762320351,-0.04849935475,0.141621477775783,"train"
"3039",1,"WALKING",1,0.005421913046875,0.269282346528616,0.0104410501171875,0.203916903211282,0.0230229308959375,0.157134709755417,0.010053347734375,0.47317155004506,0.0811186301875,0.790774471701193,-0.002951487625,0.328970703478233,1.00392825078125,0.269374727574098,-0.237379814875,0.203691901588347,-0.0163300823984375,0.155386760255275,"train"
"3040",1,"WALKING",1,0.015789317359375,0.25780623443917,0.0024008061796875,0.213508452382857,0.016393706328125,0.153691506002334,0.01670081540625,0.425390195205863,-0.035660483125,0.731808665390224,0.011670802546875,0.350792775075414,1.0218117609375,0.257462368623723,-0.244607972992188,0.212888051763617,-0.0191882857546875,0.151786078184601,"train"
"3041",1,"WALKING",1,-0.011391714828125,0.253129373892541,-0.000798063601562501,0.201230126040992,-0.00293301864609375,0.145024642812395,0.0419470204140625,0.461789984120123,-0.069192380625,0.749045453551585,0.02502979215625,0.355635435884395,1.00137896484375,0.253119765565611,-0.240928107421875,0.201262765307197,-0.0385614782205469,0.143210850662309,"train"
"3042",1,"WALKING",1,-0.013002562359375,0.260103979162908,0.014202179171875,0.189906607534338,-0.00487759750546875,0.145502413418831,0.0436533746796875,0.508314167804667,-0.052507446015625,0.757628141328317,0.0076413467890625,0.338590707992459,0.99790560078125,0.259881583628292,-0.221634370867187,0.189761350910783,-0.0375433396853906,0.144079417527189,"train"
"3043",1,"WALKING",1,0.0102506254765625,0.24629748056153,-0.00268428271875,0.195092519968046,-0.013489872046875,0.15116346631313,-0.018417303609375,0.506840442108212,-0.0323572184609375,0.760061906112446,-0.0351994361953125,0.343545920131361,1.01429605546875,0.246120946150547,-0.235789957890625,0.194758529072515,-0.0428414454929687,0.149378029550004,"train"
"3044",1,"WALKING",1,0.014731338,0.227002162885605,-0.0025520825078125,0.199110541339816,-0.0137899046195312,0.151782967769627,-0.041953836359375,0.482433085065675,0.0443756486875,0.807379894193673,-0.0443131078125,0.357088201789491,1.0175860796875,0.227033187938879,-0.228192087789062,0.198930452060664,-0.0396806885773437,0.14901984149228,"train"
"3045",1,"WALKING",1,-0.00265721257578125,0.206017068821836,0.0044826088359375,0.178989138687972,0.00176200778203125,0.138873513527601,-0.03934554534375,0.431756570320404,0.080839490359375,0.769839618254513,0.00411224825234375,0.336262445281463,1.003948846875,0.206019999379073,-0.211548494898437,0.178196612052415,-0.0220436424328125,0.136551884904618,"train"
"3046",1,"WALKING",1,0.001389337375,0.267745511196066,-0.0052806198828125,0.196140098089928,-0.0343538913515625,0.142828255684272,0.226150554,0.472500946038237,-0.000669674721093748,0.790831128885689,-0.04811856371875,0.357641721754773,1.013490315625,0.267437545941136,-0.246900259507812,0.195851462704602,-0.0537941735234375,0.142180113918529,"train"
"3047",1,"WALKING",1,-0.011509409421875,0.291172392014473,-0.00379685262265625,0.189923450538242,0.0109776215234375,0.140769862256562,0.050699369171875,0.453700326153427,0.062663205703125,0.753162620552858,-0.0059973203359375,0.332834915392671,0.99711337734375,0.290942312936213,-0.248971464046875,0.189550058656731,-0.033224027546875,0.139805486769349,"train"
"3048",1,"WALKING",1,0.0027605971015625,0.279110525100088,-0.00559774184140625,0.179646151351615,0.0215795217901563,0.13403333623997,-0.009223644359375,0.441656807053065,-0.0066401726640625,0.707678329250102,0.0324665173828125,0.31131204741087,1.00219949296875,0.278704660829531,-0.25562287771875,0.179393170097802,-0.0196561863945313,0.132000888459906,"train"
"3049",1,"WALKING",1,-0.0033993044453125,0.269309297450182,0.000788094188281251,0.207583306116754,0.0018892894675,0.134044443368104,-0.005490191703125,0.464786943187291,-0.0419442669609375,0.79267301313561,0.03983480253125,0.341515577303547,0.993180796875,0.269073381676979,-0.250181648726563,0.207502889371729,-0.0337624033640625,0.132833216026063,"train"
"3050",1,"WALKING",1,-0.00518308087890625,0.249292751341348,0.0122817290984375,0.21033965992455,-0.005573643096875,0.142012521844315,-0.0180048295859375,0.481374135069312,-0.08484902375,0.809352409293352,-0.013567614515625,0.339280493226765,0.99372288828125,0.248996765939147,-0.238152323539062,0.210172913073734,-0.0399066384929688,0.140397354114099,"train"
"3051",1,"WALKING",1,0.0167359968476563,0.24557669083335,9.63280195312493e-05,0.219518193170315,-0.0153505669070312,0.149769139073996,-0.040011937109375,0.476297718697954,0.0361126398984375,0.82414132526333,-0.0510042409296875,0.316830205085679,1.0162469140625,0.245011699810572,-0.249794384351563,0.219308627116585,-0.0471953225234375,0.147803040440983,"train"
"3052",1,"WALKING",1,-0.00425366503125,0.252502903120945,0.0034412005390625,0.202962710462606,0.000946661375,0.152391285664212,-0.0204617861171875,0.42543572640537,0.0988666047421875,0.770703413726632,-0.010831849390625,0.30504493722831,0.99677284296875,0.251890850425389,-0.237040708257813,0.203034478565308,-0.0271100062234375,0.150301987279976,"train"
"3053",1,"WALKING",1,0.0043232378515625,0.261921286541073,0.0094058842109375,0.172090969664647,0.02233496984375,0.150178144112545,-0.0332963959921875,0.393427923378944,0.04524910875,0.710761871836069,0.01291918740625,0.298752335118045,1.012042465625,0.262029231096945,-0.221295509148437,0.171852682642098,-0.001359465746875,0.147530920182794,"train"
"3054",1,"WALKING",1,0.00627927946875,0.262307416726039,-0.0032322057046875,0.196040550997102,0.0094497514921875,0.150681371432389,0.01099821528125,0.431715285445429,-0.0260930159375,0.762081747317491,0.01437439846875,0.322923724952168,1.01867536328125,0.262120247877174,-0.230529914421875,0.195733617599218,-0.0154499722757812,0.148876599964988,"train"
"3055",1,"WALKING",1,-0.0152528772421875,0.245718522710422,-0.00701120024375,0.22360709055376,-0.0095096758359375,0.146294406514761,0.0664698789296875,0.452362556857836,-0.072725196328125,0.779256361264926,0.0356831625,0.333044039481482,0.9949083890625,0.24540732268477,-0.231203968225,0.223090354205773,-0.0376624059015625,0.144988947780757,"train"
"3056",1,"WALKING",1,0.00061518860984375,0.236745196712193,0.0029968069453125,0.21736136244009,-0.0158201077109375,0.142821337598927,0.030376209865625,0.472745710527036,-0.045400651484375,0.775334072060619,-0.002263926546875,0.331356932565773,1.0097774390625,0.236393292473083,-0.230387041873438,0.21676524796889,-0.0479922487507813,0.141365004137034,"train"
"3057",1,"WALKING",1,0.0112506819770312,0.231713633084781,-0.0091515277265625,0.205764508764024,-0.016834671265625,0.14222359104051,-0.0059633999,0.481810087283968,0.011311853125,0.802134815296538,-0.0520452821953125,0.336452895423861,1.01680334921875,0.231381496581113,-0.255171616882812,0.205349990003851,-0.057289821778125,0.140390109378907,"train"
"3058",1,"WALKING",1,0.0019483710078125,0.225642740594847,-0.0052985118671875,0.194790295916566,-0.003036615421875,0.13705914738824,-0.0553809169296875,0.43999122489455,0.05928187203125,0.772307219982613,-0.0186608337890625,0.337081592124321,1.00501985625,0.225502922721412,-0.248547171960938,0.194620527942422,-0.0455390130671875,0.134107798203638,"train"
"3059",1,"WALKING",1,0.0049497221484375,0.26722991267976,-0.0144318901484375,0.21450662480667,0.0088510372109375,0.156522466525726,-0.622532426484375,0.497949421944013,0.186558794007813,0.763276753361487,-0.0088819424296875,0.335962431741584,1.00695837265625,0.266900320576339,-0.260249830703125,0.214247575910244,-0.033891085109375,0.155063203810661,"train"
"3060",1,"WALKING",1,-0.0064887757421875,0.25405695203487,0.0005049649609375,0.176073284415707,-0.001181204875,0.127264069432919,-0.349389559753125,0.475299775459866,0.066144137625,0.720318459548038,0.0402080819140625,0.327798639272866,0.98805758125,0.253466533828855,-0.25053455640625,0.175823186547668,-0.0488379295495234,0.126110946004567,"train"
"3061",1,"WALKING",1,0.00312183954570312,0.243625598676023,0.0078668099140625,0.180396006626675,-0.0105843984609375,0.13387324104839,-0.177070454065625,0.459239031259523,-0.00966867160937499,0.725681109946649,0.000778037765625,0.355390068475084,1.00446264375,0.243474605305086,-0.242995900742187,0.180052096406345,-0.0499365445948359,0.132605328148365,"train"
"3062",1,"WALKING",1,0.0111251185222656,0.247180945927151,0.0050579491875,0.19086596693463,-0.0077402196015625,0.140970016552828,-0.0725620011554687,0.483687251705778,0.051454820140625,0.770089613580692,-0.0324466441875,0.330736326567068,1.0160749375,0.246825033231754,-0.242294577537656,0.190810077012808,-0.0413255271234375,0.138714709767475,"train"
"3063",1,"WALKING",1,-0.0155725383984375,0.252545903743054,0.0042486653671875,0.191537349835938,0.0096498332265625,0.141008481518439,0.0465603771570312,0.48565470535656,0.0568308492421875,0.737774755483432,0.009485255765625,0.316410219483922,0.9890773359375,0.252388544668205,-0.232668478459531,0.190944989327479,-0.0180430747734375,0.138457276646713,"train"
"3064",1,"WALKING",1,0.00537028303125,0.255596284409231,0.0013015213359375,0.193948901336264,0.021701321875,0.143764810847891,0.078186882828125,0.440739559654825,-0.0037467302421875,0.708010520460427,0.01681996715625,0.343211336777422,1.00768134296875,0.255308339154733,-0.231989846765625,0.193672699168567,-0.00180872121875,0.142054315540857,"train"
"3065",1,"WALKING",1,0.0168198676664063,0.241798244511652,-0.00049386139296875,0.182931801298669,0.0118793010320312,0.138041733008609,0.0212265290078125,0.423753376632165,-0.03875303215625,0.68120794061593,0.00937630209375,0.32965177745603,1.0190484484375,0.24170528918595,-0.23146510996875,0.18240258233203,-0.00990297974453125,0.136348836750402,"train"
"3066",1,"WALKING",1,-0.0109528236695312,0.197864442746431,-0.00751427620546875,0.169276160768438,-0.00626171874140625,0.135974848886892,0.0287633083359375,0.421449853183832,-0.082795616453125,0.68139472614185,0.00440544365625,0.317717296984891,0.9951903453125,0.197827757196704,-0.233160044554688,0.169084723214965,-0.0274281756898438,0.133763242951406,"train"
"3067",1,"WALKING",1,-0.007752244046875,0.206000660294804,0.0038957828515625,0.160367971339192,-0.0045133065546875,0.129120090477625,0.006516613828125,0.381389702695223,-0.0230842397109375,0.689889009410655,0.01199168090625,0.315513964426517,1.00112228203125,0.20581233171261,-0.225514066492187,0.160420366391696,-0.0273176302734375,0.127223838076426,"train"
"3068",1,"WALKING",1,0.002504234171875,0.207198391471943,0.0170366354296875,0.15783751421979,-0.0027641380859375,0.136038524938813,-0.046688552921875,0.39816156667417,-0.0183866670546875,0.667807983271499,0.00655292934375,0.310594735014078,1.011968146875,0.206929693326059,-0.213513485,0.158161294958386,-0.0222580543984375,0.134384584744858,"train"
"3069",1,"WALKING",1,0.0063327807109375,0.184406451761478,-0.00143962380390625,0.173692557234567,-0.0172236307179688,0.145932421623665,-0.019968053828125,0.456698937955535,-0.033873790390625,0.682238890291117,-0.04557332465625,0.355171227998216,1.014421096875,0.184173675187777,-0.224570424765625,0.173386926196931,-0.0367348718671875,0.144737735805116,"train"
"3070",1,"WALKING",1,0.0102812991335937,0.207537361115112,-0.00971859527265625,0.178994691887872,-0.0242853366242188,0.147310126822697,0.03689305359375,0.521432525504499,0.0418838599140625,0.724235456129944,-0.025448113359375,0.380168595742909,1.01778150234375,0.207462968586935,-0.22938857253125,0.178586209764925,-0.0526171123125,0.145264970721531,"train"
"3071",1,"WALKING",1,-0.00807109629609375,0.220862190095157,-0.0031776209453125,0.17629769157325,-0.0014020196328125,0.149801518277933,-0.000521465225781248,0.517634757573635,0.094236426734375,0.734318540411255,0.022856844765625,0.338834593354932,1.00144855234375,0.220766102618825,-0.225060743539062,0.175997777445234,-0.0403196600078125,0.148327242404932,"train"
"3072",1,"WALKING",1,-0.020068441409375,0.204321149639685,-0.000345491968749999,0.177275765946028,0.0227804769547656,0.138754750440627,-0.0168113278742188,0.421089223431138,0.032923545625,0.707342904981024,-0.004691900625,0.324648093936856,0.988502203125,0.204207988698464,-0.230327656242188,0.176977731812812,-0.020562980578125,0.138469086071225,"train"
"3196",1,"WALKING",1,-0.005656902413125,0.181366487499752,-0.0029097246640625,0.172613447978679,0.0143724451710937,0.128670890298653,0.102109309515625,0.416088745664582,-0.0303629366953125,0.621495784964565,-0.0475269388101563,0.250891981954455,0.9837543859375,0.181121078071383,-0.3013587531875,0.171448890052909,-0.113046569179688,0.124292857067662,"train"
"3197",1,"WALKING",1,-0.00089293840078125,0.198676888013092,0.0121703085703125,0.180655803818537,0.006602465290625,0.13255729386978,0.0348900993851562,0.402577097767874,-0.0322967277734375,0.655414476553768,-0.0031003716875,0.256334574436818,0.98820840078125,0.198333878208359,-0.28868626753125,0.180542619632604,-0.111669525945313,0.130456038533038,"train"
